controller=pattern horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time, effective time
0, 1, 3.17034e-02, 1.02139e+01, 0.00000e+00, 0.00000e+00, -7.20000e+01, 1.00000e+00, 2.62472e-03, 1.93119e-04, 1.93119e-04
1, 3, 9.51101e-02, 1.01904e+01, 1.63770e-01, 1.63770e-01, -7.20000e+01, 6.66667e-01, 8.24366e-03, 1.93119e-04, 1.93119e-04
2, 5, 1.58517e-01, 1.01709e+01, 2.72950e-01, 2.72950e-01, -7.20000e+01, 4.00000e-01, 1.60520e-02, 1.93119e-04, 1.93119e-04
3, 8, 2.53627e-01, 1.01427e+01, 2.84973e-01, 2.84973e-01, -7.20000e+01, 3.75000e-01, 2.87064e-02, 1.93119e-04, 1.93119e-04
4, 10, 3.17034e-01, 1.01310e+01, 3.94152e-01, 3.94152e-01, -7.20000e+01, 2.00000e-01, 3.98170e-02, 1.93119e-04, 1.93119e-04
5, 13, 4.12144e-01, 1.01204e+01, 4.48742e-01, 4.48742e-01, -7.20000e+01, 2.30769e-01, 5.73326e-02, 1.93119e-04, 1.93119e-04
6, 15, 4.75550e-01, 1.01174e+01, 5.57922e-01, 5.57922e-01, -7.20000e+01, 1.33333e-01, 7.73792e-02, 1.93119e-04, 1.93119e-04
7, 18, 5.70660e-01, 1.01025e+01, 7.21692e-01, 7.21692e-01, -7.20000e+01, 1.66667e-01, 9.33588e-02, 1.93119e-04, 1.93119e-04
8, 20, 6.34067e-01, 1.01016e+01, 9.94641e-01, 9.94641e-01, -7.20000e+01, 1.00000e-01, 9.10644e-02, 1.93119e-04, 1.93119e-04
9, 22, 6.97474e-01, 1.01013e+01, 1.10382e+00, 1.10382e+00, -7.20000e+01, 9.09091e-02, 1.05899e-01, 1.93119e-04, 1.93119e-04
10, 25, 7.92584e-01, 1.00877e+01, 1.10382e+00, 1.10382e+00, -7.20000e+01, 1.20000e-01, 1.26077e-01, 1.93119e-04, 1.93119e-04
11, 27, 8.55991e-01, 1.00835e+01, 1.15841e+00, 1.15841e+00, -7.20000e+01, 7.40741e-02, 1.18606e-01, 1.93119e-04, 1.93119e-04
12, 30, 9.51101e-01, 1.00792e+01, 1.43136e+00, 1.43136e+00, -7.20000e+01, 1.33333e-01, 1.34137e-01, 1.93119e-04, 1.93119e-04
13, 32, 1.01451e+00, 1.00766e+01, 1.70431e+00, 1.70431e+00, -7.20000e+01, 1.25000e-01, 1.28283e-01, 1.93119e-04, 1.93119e-04
14, 34, 1.07791e+00, 1.00772e+01, 2.03185e+00, 2.03185e+00, -7.20000e+01, 1.47059e-01, 1.28966e-01, 1.93119e-04, 1.93119e-04
15, 36, 1.14132e+00, 1.00579e+01, 2.08644e+00, 2.08644e+00, -7.20000e+01, 1.38889e-01, 1.07054e-01, 1.93119e-04, 1.93119e-04
16, 40, 1.26813e+00, 1.00325e+01, 2.46857e+00, 2.46857e+00, -7.20000e+01, 1.75000e-01, 1.22913e-01, 1.93119e-04, 1.93119e-04
17, 41, 1.29984e+00, 1.00310e+01, 2.52316e+00, 2.52316e+00, -7.20000e+01, 1.46341e-01, 1.38518e-01, 1.93119e-04, 1.93119e-04
18, 43, 1.36324e+00, 1.00121e+01, 2.08644e+00, 2.08644e+00, -7.20000e+01, 2.09302e-01, 1.24533e-01, 1.93119e-04, 1.93119e-04
19, 47, 1.49006e+00, 9.97071e+00, 2.14103e+00, 2.14103e+00, -7.20000e+01, 2.34043e-01, 1.36388e-01, 1.93119e-04, 1.93119e-04
20, 49, 1.55346e+00, 9.95602e+00, 2.52316e+00, 2.52316e+00, -7.20000e+01, 2.24490e-01, 1.57911e-01, 1.93119e-04, 1.93119e-04
21, 51, 1.61687e+00, 9.93136e+00, 2.78409e+00, 2.78409e+00, -7.20000e+01, 2.35294e-01, 1.51606e-01, 1.93119e-04, 1.93119e-04
22, 52, 1.64857e+00, 9.93266e+00, 2.51114e+00, 2.51114e+00, -7.20000e+01, 2.50000e-01, 1.83750e-01, 1.93119e-04, 1.93119e-04
23, 55, 1.74368e+00, 9.92135e+00, 3.43916e+00, 3.43916e+00, -7.20000e+01, 2.90909e-01, 1.79096e-01, 1.93119e-04, 1.93119e-04
24, 58, 1.83879e+00, 9.91237e+00, 3.93047e+00, 3.93047e+00, -7.20000e+01, 3.10345e-01, 1.69595e-01, 1.93119e-04, 1.93119e-04
25, 60, 1.90220e+00, 9.90561e+00, 4.09424e+00, 4.09424e+00, -7.20000e+01, 3.00000e-01, 1.96845e-01, 1.93119e-04, 1.93119e-04
26, 61, 1.93390e+00, 9.87601e+00, 4.31260e+00, 4.31260e+00, -7.20000e+01, 3.44262e-01, 1.93612e-01, 1.93119e-04, 1.93119e-04
27, 63, 1.99731e+00, 9.86023e+00, 4.80391e+00, 4.80391e+00, -7.20000e+01, 3.17460e-01, 1.71596e-01, 1.93119e-04, 1.93119e-04
28, 65, 2.06072e+00, 9.82485e+00, 4.80391e+00, 4.80391e+00, -7.20000e+01, 3.23077e-01, 1.70723e-01, 1.93119e-04, 1.93119e-04
29, 67, 2.12412e+00, 9.81241e+00, 5.02227e+00, 5.02227e+00, -7.20000e+01, 3.28358e-01, 1.73935e-01, 1.93119e-04, 1.93119e-04
30, 70, 2.21924e+00, 9.78604e+00, 5.95030e+00, 5.95030e+00, -7.20000e+01, 3.85714e-01, 1.91577e-01, 1.93119e-04, 1.93119e-04
31, 71, 2.25094e+00, 9.77414e+00, 6.16866e+00, 6.16866e+00, -7.20000e+01, 3.94366e-01, 1.92761e-01, 1.93119e-04, 1.93119e-04
32, 73, 2.31435e+00, 9.75325e+00, 6.00489e+00, 6.00489e+00, -7.20000e+01, 4.38356e-01, 1.78398e-01, 1.93119e-04, 1.93119e-04
33, 75, 2.37775e+00, 9.73218e+00, 5.84112e+00, 5.84112e+00, -7.20000e+01, 4.66667e-01, 1.78027e-01, 1.93119e-04, 1.93119e-04
34, 78, 2.47286e+00, 9.71153e+00, 6.27784e+00, 6.27784e+00, -7.20000e+01, 4.87179e-01, 2.08032e-01, 1.93119e-04, 1.93119e-04
35, 81, 2.56797e+00, 9.67799e+00, 5.84112e+00, 5.84112e+00, -7.20000e+01, 5.06173e-01, 1.96512e-01, 1.93119e-04, 1.93119e-04
36, 83, 2.63138e+00, 9.65032e+00, 5.40440e+00, 5.40440e+00, -7.20000e+01, 4.81928e-01, 1.99097e-01, 1.93119e-04, 1.93119e-04
37, 85, 2.69479e+00, 9.65085e+00, 5.73194e+00, 5.73194e+00, -7.20000e+01, 5.41176e-01, 1.97581e-01, 1.93119e-04, 1.93119e-04
38, 87, 2.75819e+00, 9.64501e+00, 6.76915e+00, 6.76915e+00, -7.20000e+01, 5.40230e-01, 2.26095e-01, 1.93119e-04, 1.93119e-04
39, 90, 2.85330e+00, 9.61425e+00, 6.44161e+00, 6.44161e+00, -7.20000e+01, 5.44444e-01, 2.19998e-01, 1.93119e-04, 1.93119e-04
40, 91, 2.88501e+00, 9.60356e+00, 6.11407e+00, 6.11407e+00, -7.20000e+01, 5.49451e-01, 2.58717e-01, 1.93119e-04, 1.93119e-04
41, 93, 2.94841e+00, 9.61801e+00, 6.55079e+00, 6.55079e+00, -7.20000e+01, 5.69892e-01, 2.58975e-01, 1.93119e-04, 1.93119e-04
42, 95, 3.01182e+00, 9.61238e+00, 6.82374e+00, 6.82374e+00, -7.20000e+01, 5.47368e-01, 2.91598e-01, 1.93119e-04, 1.93119e-04
43, 96, 3.04352e+00, 9.62996e+00, 7.80636e+00, 7.80636e+00, -7.20000e+01, 5.62500e-01, 2.82737e-01, 1.93119e-04, 1.93119e-04
44, 97, 3.07523e+00, 9.59829e+00, 7.91554e+00, 7.91554e+00, -7.20000e+01, 5.77320e-01, 2.66024e-01, 1.93119e-04, 1.93119e-04
45, 99, 3.13863e+00, 9.60147e+00, 9.33488e+00, 9.33488e+00, -7.20000e+01, 5.85859e-01, 2.34879e-01, 1.93119e-04, 1.93119e-04
46, 103, 3.26545e+00, 9.56374e+00, 1.00445e+01, 1.00445e+01, -7.20000e+01, 6.01942e-01, 2.93821e-01, 1.93119e-04, 1.93119e-04
47, 104, 3.29715e+00, 9.54562e+00, 1.01537e+01, 1.01537e+01, -7.20000e+01, 6.05769e-01, 2.78346e-01, 1.93119e-04, 1.93119e-04
