controller=pattern horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time, effective time
0, 1, 3.17034e-02, 1.02139e+01, 0.00000e+00, 0.00000e+00, -7.20000e+01, 1.00000e+00, 2.62472e-03, 2.03371e-04, 2.03371e-04
1, 5, 1.58517e-01, 1.01656e+01, 2.72950e-01, 2.72950e-01, -7.20000e+01, 8.00000e-01, 1.35178e-02, 2.03371e-04, 2.03371e-04
2, 9, 2.85330e-01, 1.01230e+01, 2.30383e-01, 2.30383e-01, -7.20000e+01, 4.44444e-01, 2.64359e-02, 2.03371e-04, 2.03371e-04
3, 12, 3.80440e-01, 1.01010e+01, 3.94152e-01, 3.94152e-01, -7.20000e+01, 2.50000e-01, 4.20831e-02, 2.03371e-04, 2.03371e-04
4, 17, 5.38957e-01, 1.00708e+01, 6.67102e-01, 6.67102e-01, -7.20000e+01, 2.94118e-01, 6.80436e-02, 2.03371e-04, 2.03371e-04
5, 21, 6.65771e-01, 1.00483e+01, 1.04923e+00, 1.04923e+00, -7.20000e+01, 1.90476e-01, 9.13511e-02, 2.03371e-04, 2.03371e-04
6, 25, 7.92584e-01, 1.00350e+01, 1.15841e+00, 1.15841e+00, -7.20000e+01, 1.60000e-01, 1.23491e-01, 2.03371e-04, 2.03371e-04
7, 29, 9.19397e-01, 1.00255e+01, 1.22422e+00, 1.22422e+00, -7.20000e+01, 1.37931e-01, 1.49306e-01, 2.03371e-04, 2.03371e-04
8, 31, 9.82804e-01, 1.00461e+01, 1.33340e+00, 1.33340e+00, -7.20000e+01, 6.45161e-02, 1.73685e-01, 2.03371e-04, 2.03371e-04
9, 36, 1.14132e+00, 1.00392e+01, 1.60635e+00, 1.60635e+00, -7.20000e+01, 1.38889e-01, 1.98915e-01, 2.03371e-04, 2.03371e-04
10, 39, 1.23643e+00, 1.00322e+01, 1.60635e+00, 1.60635e+00, -7.20000e+01, 7.69231e-02, 1.53333e-01, 2.03371e-04, 2.03371e-04
11, 43, 1.36324e+00, 1.00290e+01, 1.82471e+00, 1.82471e+00, -7.20000e+01, 9.30233e-02, 2.00604e-01, 2.03371e-04, 2.03371e-04
12, 49, 1.55346e+00, 9.99121e+00, 2.31602e+00, 2.31602e+00, -7.20000e+01, 1.22449e-01, 1.99055e-01, 2.03371e-04, 2.03371e-04
13, 52, 1.64857e+00, 9.97186e+00, 2.37061e+00, 2.37061e+00, -7.20000e+01, 7.69231e-02, 1.83500e-01, 2.03371e-04, 2.03371e-04
14, 55, 1.74368e+00, 9.95669e+00, 2.47979e+00, 2.47979e+00, -7.20000e+01, 9.09091e-02, 2.09312e-01, 2.03371e-04, 2.03371e-04
15, 60, 1.90220e+00, 9.90730e+00, 3.46241e+00, 3.46241e+00, -7.20000e+01, 1.50000e-01, 2.04948e-01, 2.03371e-04, 2.03371e-04
16, 63, 1.99731e+00, 9.89482e+00, 3.13487e+00, 3.13487e+00, -7.20000e+01, 1.42857e-01, 2.14566e-01, 2.03371e-04, 2.03371e-04
17, 69, 2.18753e+00, 9.86945e+00, 3.89913e+00, 3.89913e+00, -7.20000e+01, 2.02899e-01, 2.25859e-01, 2.03371e-04, 2.03371e-04
18, 72, 2.28264e+00, 9.85389e+00, 4.81513e+00, 4.81513e+00, -7.20000e+01, 1.80556e-01, 2.42016e-01, 2.03371e-04, 2.03371e-04
19, 76, 2.40946e+00, 9.83461e+00, 5.74316e+00, 5.74316e+00, -7.20000e+01, 2.23684e-01, 2.42141e-01, 2.03371e-04, 2.03371e-04
20, 80, 2.53627e+00, 9.80525e+00, 6.45283e+00, 6.45283e+00, -7.20000e+01, 2.12500e-01, 2.48904e-01, 2.03371e-04, 2.03371e-04
21, 84, 2.66308e+00, 9.77687e+00, 7.27168e+00, 7.27168e+00, -7.20000e+01, 2.50000e-01, 2.42423e-01, 2.03371e-04, 2.03371e-04
22, 87, 2.75819e+00, 9.75340e+00, 7.92676e+00, 7.92676e+00, -7.20000e+01, 2.52874e-01, 2.46445e-01, 2.03371e-04, 2.03371e-04
23, 90, 2.85330e+00, 9.71178e+00, 8.63643e+00, 8.63643e+00, -7.20000e+01, 2.66667e-01, 2.58617e-01, 2.03371e-04, 2.03371e-04
24, 92, 2.91671e+00, 9.70783e+00, 9.07315e+00, 9.07315e+00, -7.20000e+01, 2.60870e-01, 2.38782e-01, 2.03371e-04, 2.03371e-04
25, 97, 3.07523e+00, 9.66676e+00, 9.40069e+00, 9.40069e+00, -7.20000e+01, 3.40206e-01, 2.52538e-01, 2.03371e-04, 2.03371e-04
26, 99, 3.13863e+00, 9.63854e+00, 9.29151e+00, 9.29151e+00, -7.20000e+01, 3.43434e-01, 2.38400e-01, 2.03371e-04, 2.03371e-04
27, 103, 3.26545e+00, 9.61506e+00, 8.96397e+00, 8.96397e+00, -7.20000e+01, 3.88350e-01, 2.68611e-01, 2.03371e-04, 2.03371e-04
28, 108, 3.42396e+00, 9.58507e+00, 1.04379e+01, 1.04379e+01, -7.20000e+01, 4.07407e-01, 2.87312e-01, 2.03371e-04, 2.03371e-04
29, 110, 3.48737e+00, 9.53642e+00, 1.07108e+01, 1.07108e+01, -7.20000e+01, 4.27273e-01, 2.69492e-01, 2.03371e-04, 2.03371e-04
30, 112, 3.55078e+00, 9.51937e+00, 1.12567e+01, 1.12567e+01, -7.20000e+01, 4.46429e-01, 2.86763e-01, 2.03371e-04, 2.03371e-04
31, 116, 3.67759e+00, 9.50116e+00, 1.15297e+01, 1.15297e+01, -7.20000e+01, 5.08621e-01, 3.13693e-01, 2.03371e-04, 2.03371e-04
32, 120, 3.80440e+00, 9.50784e+00, 1.31674e+01, 1.31674e+01, -7.20000e+01, 5.00000e-01, 2.94595e-01, 2.03371e-04, 2.03371e-04
33, 121, 3.83611e+00, 9.50392e+00, 1.37133e+01, 1.37133e+01, -7.20000e+01, 5.28926e-01, 3.18109e-01, 2.03371e-04, 2.03371e-04
34, 125, 3.96292e+00, 9.49667e+00, 1.44230e+01, 1.44230e+01, -7.20000e+01, 5.36000e-01, 3.27763e-01, 2.03371e-04, 2.03371e-04
35, 128, 4.05803e+00, 9.48858e+00, 1.50780e+01, 1.50780e+01, -7.20000e+01, 5.39062e-01, 3.50893e-01, 2.03371e-04, 2.03371e-04
36, 134, 4.24825e+00, 9.45392e+00, 1.58423e+01, 1.58423e+01, -7.20000e+01, 5.59701e-01, 3.38270e-01, 2.03371e-04, 2.03371e-04
37, 137, 4.34336e+00, 9.46066e+00, 1.69887e+01, 1.69887e+01, -7.20000e+01, 5.25547e-01, 3.60265e-01, 2.03371e-04, 2.03371e-04
38, 140, 4.43847e+00, 9.41731e+00, 1.66611e+01, 1.66611e+01, -7.20000e+01, 5.50000e-01, 3.22056e-01, 2.03371e-04, 2.03371e-04
39, 145, 4.59699e+00, 9.37988e+00, 1.65707e+01, 1.65707e+01, -7.20000e+01, 5.65517e-01, 3.78269e-01, 2.03371e-04, 2.03371e-04
40, 149, 4.72380e+00, 9.34925e+00, 1.70074e+01, 1.70074e+01, -7.20000e+01, 5.83893e-01, 3.82054e-01, 2.03371e-04, 2.03371e-04
41, 154, 4.88232e+00, 9.33313e+00, 1.77171e+01, 1.77171e+01, -7.20000e+01, 5.90909e-01, 4.11447e-01, 2.03371e-04, 2.03371e-04
42, 158, 5.00913e+00, 9.32305e+00, 1.83722e+01, 1.83722e+01, -7.20000e+01, 6.07595e-01, 4.33535e-01, 2.03371e-04, 2.03371e-04
43, 162, 5.13594e+00, 9.34361e+00, 2.12108e+01, 2.12108e+01, -7.20000e+01, 6.23457e-01, 4.36846e-01, 2.03371e-04, 2.03371e-04
44, 165, 5.23105e+00, 9.34569e+00, 2.17021e+01, 2.17021e+01, -7.20000e+01, 6.24242e-01, 4.31938e-01, 2.03371e-04, 2.03371e-04
45, 170, 5.38957e+00, 9.34545e+00, 2.24118e+01, 2.24118e+01, -7.20000e+01, 6.29412e-01, 4.52004e-01, 2.03371e-04, 2.03371e-04
46, 173, 5.48468e+00, 9.33237e+00, 2.53051e+01, 2.53051e+01, -7.20000e+01, 6.18497e-01, 4.69218e-01, 2.03371e-04, 2.03371e-04
47, 177, 5.61149e+00, 9.33243e+00, 2.81983e+01, 2.81983e+01, -7.20000e+01, 6.27119e-01, 4.94729e-01, 2.03371e-04, 2.03371e-04
48, 180, 5.70660e+00, 9.32360e+00, 2.93993e+01, 2.93993e+01, -7.20000e+01, 6.22222e-01, 4.59938e-01, 2.03371e-04, 2.03371e-04
49, 184, 5.83342e+00, 9.31289e+00, 2.95698e+01, 2.95698e+01, -7.20000e+01, 6.25000e-01, 4.75315e-01, 2.03371e-04, 2.03371e-04
50, 188, 5.96023e+00, 9.31113e+00, 3.04432e+01, 3.04432e+01, -7.20000e+01, 6.27660e-01, 4.73747e-01, 2.03371e-04, 2.03371e-04
51, 189, 5.99193e+00, 9.30989e+00, 3.31181e+01, 3.31181e+01, -7.20000e+01, 6.29630e-01, 4.68455e-01, 2.03371e-04, 2.03371e-04
52, 192, 6.08704e+00, 9.27715e+00, 3.41008e+01, 3.41008e+01, -7.20000e+01, 6.71875e-01, 4.74486e-01, 2.03371e-04, 2.03371e-04
53, 195, 6.18215e+00, 9.23134e+00, 3.66186e+01, 3.66186e+01, -7.20000e+01, 6.76923e-01, 4.81064e-01, 2.03371e-04, 2.03371e-04
54, 197, 6.24556e+00, 9.21162e+00, 3.72191e+01, 3.72191e+01, -7.20000e+01, 6.90355e-01, 4.74696e-01, 2.03371e-04, 2.03371e-04
55, 201, 6.37237e+00, 9.21795e+00, 4.18046e+01, 4.18046e+01, -7.20000e+01, 7.21393e-01, 4.80584e-01, 2.03371e-04, 2.03371e-04
56, 206, 6.53089e+00, 9.21653e+00, 4.26781e+01, 4.26781e+01, -7.20000e+01, 7.28155e-01, 5.15987e-01, 2.03371e-04, 2.03371e-04
57, 209, 6.62600e+00, 9.17829e+00, 4.20776e+01, 4.20776e+01, -7.20000e+01, 7.17703e-01, 5.19224e-01, 2.03371e-04, 2.03371e-04
58, 213, 6.75282e+00, 9.16084e+00, 4.29847e+01, 4.29847e+01, -7.20000e+01, 7.32394e-01, 5.38309e-01, 2.03371e-04, 2.03371e-04
59, 213, 6.75282e+00, 9.16620e+00, 4.43719e+01, 4.43719e+01, -7.20000e+01, 7.37089e-01, 5.77052e-01, 2.03371e-04, 2.03371e-04
60, 218, 6.91133e+00, 9.17053e+00, 0.00000e+00, 0.00000e+00, 7.20000e+01, 7.38532e-01, 5.91910e-01, 2.51532e-04, 2.03371e-04
61, 223, 7.06985e+00, 9.16792e+00, 4.88483e+01, 4.88483e+01, 7.20000e+01, 7.35426e-01, 6.10266e-01, 2.51532e-04, 2.03371e-04
62, 225, 7.13326e+00, 9.13744e+00, 4.89590e+01, 4.89590e+01, 7.20000e+01, 7.42222e-01, 5.91332e-01, 2.51532e-04, 2.03371e-04
63, 229, 7.26007e+00, 9.08998e+00, 4.93411e+01, 4.93411e+01, 7.20000e+01, 7.33624e-01, 5.72398e-01, 2.51532e-04, 2.03371e-04
64, 233, 7.38688e+00, 9.04620e+00, 4.89044e+01, 4.89044e+01, 7.20000e+01, 7.38197e-01, 5.83064e-01, 2.51532e-04, 2.03371e-04
65, 236, 7.48199e+00, 9.00629e+00, 4.90136e+01, 4.90136e+01, 7.20000e+01, 7.33051e-01, 5.75686e-01, 2.51532e-04, 2.03371e-04
66, 241, 7.64051e+00, 8.97057e+00, 5.03349e+01, 5.03349e+01, 7.20000e+01, 7.75934e-01, 5.71784e-01, 2.51532e-04, 2.03371e-04
67, 245, 7.76732e+00, 8.56625e+00, 2.53858e+01, 2.53858e+01, 7.20000e+01, 4.69388e-01, 6.59175e-01, 2.51532e-04, 2.03371e-04
